Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Andhra Pradesh, 31-01-2016, M, 17.91, 20626291.00, 62.67
Andhra Pradesh, 29-02-2016, M, 9.98, 19334918.00, 53.50
Andhra Pradesh, 31-03-2016, M, 10.72, 19646970.00, 54.73
Andhra Pradesh, 30-04-2016, M, 5.51, 18929583.00, 49.76
Andhra Pradesh, 31-05-2016, M, 6.29, 21163390.00, 56.02
Andhra Pradesh, 30-06-2016, M, 4.51, 18431598.00, 47.81
Andhra Pradesh, 31-07-2016, M, 4.87, 19486726.00, 50.67
Andhra Pradesh, 31-08-2016, M, 4.03, 18826519.00, 48.45
Andhra Pradesh, 30-09-2016, M, 7.60, 19863483.00, 53.02
Andhra Pradesh, 31-10-2016, M, 10.06, 19151488.00, 52.44
Andhra Pradesh, 30-11-2016, M, 5.23, 19046358.00, 49.43
Andhra Pradesh, 31-12-2016, M, 4.64, 18235985.00, 46.97
Andhra Pradesh, 31-01-2017, M, 5.85, 19480036.00, 50.74
Andhra Pradesh, 28-02-2017, M, 4.75, 18231391.00, 46.88
Andhra Pradesh, 31-03-2017, M, 3.06, 18418217.00, 46.47
Andhra Pradesh, 30-04-2017, M, 3.52, 18173679.00, 46.01
Andhra Pradesh, 31-05-2017, M, 2.30, 17992099.00, 44.91
Andhra Pradesh, 30-06-2017, M, 3.65, 17724207.00, 44.80
Andhra Pradesh, 31-07-2017, M, 2.66, 17953658.00, 44.85
Andhra Pradesh, 31-08-2017, M, 3.43, 17774825.00, 44.70
Andhra Pradesh, 30-09-2017, M, 6.59, 18595636.00, 48.28
Andhra Pradesh, 31-10-2017, M, 3.51, 17233209.00, 43.25
Andhra Pradesh, 30-11-2017, M, 3.32, 18182263.00, 45.48
Andhra Pradesh, 31-12-2017, M, 4.01, 18593687.00, 46.77
Andhra Pradesh, 31-01-2018, M, 5.79, 17947085.00, 45.93
Andhra Pradesh, 28-02-2018, M, 3.97, 17568645.00, 44.06
Andhra Pradesh, 31-03-2018, M, 4.22, 17247729.00, 43.30
Andhra Pradesh, 30-04-2018, M, 3.65, 17084469.00, 42.58
Andhra Pradesh, 31-05-2018, M, 4.01, 17078661.00, 42.66
Andhra Pradesh, 30-06-2018, M, 4.51, 16524370.00, 41.44
Andhra Pradesh, 31-07-2018, M, 5.25, 17438268.00, 44.01
Andhra Pradesh, 31-08-2018, M, 4.33, 17247277.00, 43.05
Andhra Pradesh, 30-09-2018, M, 4.88, 17200185.00, 43.11
Andhra Pradesh, 31-10-2018, M, 5.56, 15617337.00, 39.37
Andhra Pradesh, 30-11-2018, M, 5.24, 16856909.00, 42.29
Andhra Pradesh, 31-12-2018, M, 4.20, 17094902.00, 42.37
Andhra Pradesh, 31-01-2019, M, 5.21, 17525876.00, 43.83
Andhra Pradesh, 28-02-2019, M, 5.76, 15705618.00, 39.46
Andhra Pradesh, 31-03-2019, M, 5.17, 16300531.00, 40.64
Andhra Pradesh, 30-04-2019, M, 4.02, 17501776.00, 43.05
Andhra Pradesh, 31-05-2019, M, 4.36, 16787801.00, 41.38
Andhra Pradesh, 30-06-2019, M, 3.27, 16580510.00, 40.35
Andhra Pradesh, 31-07-2019, M, 4.29, 16744148.00, 41.12
Andhra Pradesh, 31-08-2019, M, 3.68, 17028869.00, 41.50
Andhra Pradesh, 30-09-2019, M, 5.41, 16990761.00, 42.11
Andhra Pradesh, 31-10-2019, M, 3.86, 16791781.00, 40.88
Andhra Pradesh, 30-11-2019, M, 5.14, 16066455.00, 39.59
Andhra Pradesh, 31-12-2019, M, 5.39, 17442360.00, 43.03
Andhra Pradesh, 31-01-2020, M, 5.48, 16635535.00, 41.02
Andhra Pradesh, 29-02-2020, M, 5.83, 16545652.00, 40.90
Andhra Pradesh, 31-03-2020, M, 5.79, 15881197.00, 39.18
Andhra Pradesh, 30-04-2020, M, 20.51, 11336911.00, 33.10
Andhra Pradesh, 31-05-2020, M, 17.43, 12988845.00, 36.46
Andhra Pradesh, 30-06-2020, M, 3.31, 19805400.00, 47.41
Andhra Pradesh, 31-07-2020, M, 8.34, 15431615.00, 38.91
Andhra Pradesh, 31-08-2020, M, 6.96, 15251776.00, 37.83
Andhra Pradesh, 30-09-2020, M, 6.40, 15220312.00, 37.47
Andhra Pradesh, 31-10-2020, M, 6.64, 15140379.00, 37.32
Andhra Pradesh, 30-11-2020, M, 6.02, 15478231.00, 37.84
Andhra Pradesh, 31-12-2020, M, 6.71, 15854431.00, 39.00
Andhra Pradesh, 31-01-2021, M, 4.48, 16516412.00, 39.62
Andhra Pradesh, 28-02-2021, M, 3.74, 16736552.00, 39.78
Andhra Pradesh, 31-03-2021, M, 5.88, 15752408.00, 38.24
Andhra Pradesh, 30-04-2021, M, 4.91, 15834266.00, 37.99
Andhra Pradesh, 31-05-2021, M, 12.83, 15092065.00, 39.44
Andhra Pradesh, 30-06-2021, M, 7.43, 15559239.00, 38.24
Andhra Pradesh, 31-07-2021, M, 8.68, 15485255.00, 38.52
Andhra Pradesh, 31-08-2021, M, 6.49, 16159788.00, 39.20
Andhra Pradesh, 30-09-2021, M, 6.07, 16977784.00, 40.94
Andhra Pradesh, 31-10-2021, M, 5.37, 15875697.00, 37.95
Andhra Pradesh, 30-11-2021, M, 6.33, 15849249.00, 38.22
Andhra Pradesh, 31-12-2021, M, 5.62, 16915954.00, 40.43
Andhra Pradesh, 31-01-2022, M, 6.17, 15675627.00, 37.63
Andhra Pradesh, 28-02-2022, M, 7.10, 15515845.00, 37.57
Andhra Pradesh, 31-03-2022, M, 9.16, 15285329.00, 37.79
Andhra Pradesh, 30-04-2022, M, 5.30, 16598072.00, 39.31
Andhra Pradesh, 31-05-2022, M, 4.37, 15968048.00, 37.39
Andhra Pradesh, 30-06-2022, M, 4.48, 14926433.00, 34.95
Andhra Pradesh, 31-07-2022, M, 5.81, 15624639.00, 37.04
Andhra Pradesh, 31-08-2022, M, 5.97, 16017287.00, 37.98
Andhra Pradesh, 30-09-2022, M, 4.76, 16293437.00, 38.09
Andhra Pradesh, 31-10-2022, M, 5.35, 14433389.00, 33.91
Andhra Pradesh, 30-11-2022, M, 9.07, 14926549.00, 36.45
Assam, 31-01-2016, M, 5.89, 11359949.00, 51.38
Assam, 29-02-2016, M, 12.68, 11099822.00, 54.01
Assam, 31-03-2016, M, 4.31, 10185318.00, 45.13
Assam, 30-04-2016, M, 0.65, 10034857.00, 42.74
Assam, 31-05-2016, M, 3.78, 10742464.00, 47.15
Assam, 30-06-2016, M, 10.23, 10091196.00, 47.38
Assam, 31-07-2016, M, 13.02, 9405383.00, 45.49
Assam, 31-08-2016, M, 8.33, 10324130.00, 47.28
Assam, 30-09-2016, M, 8.28, 10348445.00, 47.27
Assam, 31-10-2016, M, 7.58, 9638230.00, 43.61
Assam, 30-11-2016, M, 10.43, 9526435.00, 44.38
Assam, 31-12-2016, M, 3.88, 10967264.00, 47.52
Assam, 31-01-2017, M, 8.00, 10796302.00, 48.78
Assam, 28-02-2017, M, 6.79, 9690200.00, 43.13
Assam, 31-03-2017, M, 7.11, 9788608.00, 43.63
Assam, 30-04-2017, M, 2.00, 10404676.00, 43.87
Assam, 31-05-2017, M, 12.79, 11040428.00, 52.21
Assam, 30-06-2017, M, 10.88, 10161665.00, 46.93
Assam, 31-07-2017, M, 8.61, 10097422.00, 45.39
Assam, 31-08-2017, M, 4.80, 10599812.00, 45.65
Assam, 30-09-2017, M, 8.69, 11506550.00, 51.56
Assam, 31-10-2017, M, 10.00, 10405814.00, 47.21
Assam, 30-11-2017, M, 10.30, 10249424.00, 46.57
Assam, 31-12-2017, M, 7.03, 10024090.00, 43.85
Assam, 31-01-2018, M, 7.42, 11046486.00, 48.43
Assam, 28-02-2018, M, 9.76, 10041204.00, 45.08
Assam, 31-03-2018, M, 5.85, 10509903.00, 45.14
Assam, 30-04-2018, M, 3.58, 11071967.00, 46.34
Assam, 31-05-2018, M, 6.29, 12034894.00, 51.72
Assam, 30-06-2018, M, 8.57, 10215989.00, 44.91
Assam, 31-07-2018, M, 7.85, 10502434.00, 45.72
Assam, 31-08-2018, M, 3.90, 11098521.00, 46.23
Assam, 30-09-2018, M, 11.19, 11507942.00, 51.77
Assam, 31-10-2018, M, 5.33, 10063961.00, 42.39
Assam, 30-11-2018, M, 8.18, 10898176.00, 47.23
Assam, 31-12-2018, M, 6.11, 11162155.00, 47.22
Assam, 31-01-2019, M, 5.11, 12518130.00, 52.28
Assam, 28-02-2019, M, 5.36, 10314086.00, 43.12
Assam, 31-03-2019, M, 6.78, 11068934.00, 46.88
Assam, 30-04-2019, M, 5.00, 11349197.00, 47.07
Assam, 31-05-2019, M, 4.75, 13421041.00, 55.41
Assam, 30-06-2019, M, 5.87, 10570564.00, 44.07
Assam, 31-07-2019, M, 4.10, 11651371.00, 47.59
Assam, 31-08-2019, M, 6.49, 10887620.00, 45.51
Assam, 30-09-2019, M, 5.07, 13044829.00, 53.61
Assam, 31-10-2019, M, 5.76, 9991084.00, 41.27
Assam, 30-11-2019, M, 4.91, 11333409.00, 46.31
Assam, 31-12-2019, M, 0.88, 10209749.00, 39.95
Assam, 31-01-2020, M, 4.66, 13051904.00, 52.98
Assam, 29-02-2020, M, 4.41, 10088268.00, 40.77
Assam, 31-03-2020, M, 4.77, 11542888.00, 46.73
Assam, 30-04-2020, M, 11.06, 6830817.00, 29.55
Assam, 31-05-2020, M, 9.55, 11367897.00, 48.26
Assam, 30-06-2020, M, 0.60, 9095944.00, 35.07
Assam, 31-07-2020, M, 3.77, 10286757.00, 40.88
Assam, 31-08-2020, M, 5.53, 9781310.00, 39.52
Assam, 30-09-2020, M, 1.19, 14107641.00, 54.38
Assam, 31-10-2020, M, 3.02, 11949329.00, 46.84
Assam, 30-11-2020, M, 3.98, 10901371.00, 43.07
Assam, 31-12-2020, M, 7.64, 10482404.00, 42.97
Assam, 31-01-2021, M, 1.53, 13177962.00, 50.57
Assam, 28-02-2021, M, 1.65, 11283161.00, 43.27
Assam, 31-03-2021, M, 1.06, 11122329.00, 42.31
Assam, 30-04-2021, M, 0.19, 10349575.00, 38.95
Assam, 31-05-2021, M, 0.05, 15248170.00, 57.19
Assam, 30-06-2021, M, 0.62, 10234141.00, 38.53
Assam, 31-07-2021, M, 1.90, 11247012.00, 42.81
Assam, 31-08-2021, M, 6.65, 10228186.00, 40.83
Assam, 30-09-2021, M, 3.51, 16133085.00, 62.18
Assam, 31-10-2021, M, 3.70, 11196548.00, 43.15
Assam, 30-11-2021, M, 4.12, 10476421.00, 40.47
Assam, 31-12-2021, M, 5.82, 11737225.00, 46.07
Assam, 31-01-2022, M, 8.52, 14568405.00, 58.75
Assam, 28-02-2022, M, 10.15, 10223787.00, 41.90
Assam, 31-03-2022, M, 7.69, 10042536.00, 39.98
Assam, 30-04-2022, M, 1.18, 10925256.00, 40.55
Assam, 31-05-2022, M, 8.24, 14572896.00, 58.13
Assam, 30-06-2022, M, 17.19, 9265409.00, 40.87
Assam, 31-07-2022, M, 3.69, 10310079.00, 39.03
Assam, 30-09-2022, M, 0.41, 11392110.00, 41.54
Assam, 31-10-2022, M, 8.11, 10761798.00, 42.44
Assam, 30-11-2022, M, 14.02, 10906465.00, 45.88
Bihar, 31-01-2016, M, 4.36, 28057185.00, 41.53
Bihar, 29-02-2016, M, 6.71, 30498497.00, 46.19
Bihar, 31-03-2016, M, 3.46, 27221171.00, 39.75
Bihar, 30-04-2016, M, 6.38, 29658522.00, 44.57
Bihar, 31-05-2016, M, 14.02, 28478123.00, 46.50
Bihar, 30-06-2016, M, 9.85, 30522107.00, 47.43
Bihar, 31-07-2016, M, 6.18, 27690621.00, 41.26
Bihar, 31-08-2016, M, 13.00, 29464621.00, 47.24
Bihar, 30-09-2016, M, 15.07, 27765395.00, 45.50
Bihar, 31-10-2016, M, 6.96, 28984634.00, 43.27
Bihar, 30-11-2016, M, 6.85, 28112295.00, 41.82
Bihar, 31-12-2016, M, 4.63, 29200982.00, 42.34
Bihar, 31-01-2017, M, 5.52, 27676967.00, 40.42
Bihar, 28-02-2017, M, 3.96, 29083045.00, 41.70
Bihar, 31-03-2017, M, 2.86, 27673248.00, 39.15
Bihar, 30-04-2017, M, 1.57, 28233171.00, 39.33
Bihar, 31-05-2017, M, 2.53, 29318241.00, 41.16
Bihar, 30-06-2017, M, 1.94, 29629790.00, 41.26
Bihar, 31-07-2017, M, 1.97, 27760196.00, 38.58
Bihar, 31-08-2017, M, 3.57, 27711437.00, 39.06
Bihar, 30-09-2017, M, 5.10, 28123701.00, 40.20
Bihar, 31-10-2017, M, 5.04, 28631228.00, 40.81
Bihar, 30-11-2017, M, 4.91, 28158520.00, 40.00
Bihar, 31-12-2017, M, 5.31, 28012830.00, 39.87
Bihar, 31-01-2018, M, 4.07, 29478932.00, 41.33
Bihar, 28-02-2018, M, 7.05, 28747971.00, 41.51
Bihar, 31-03-2018, M, 10.21, 27605523.00, 41.18
Bihar, 30-04-2018, M, 7.97, 27392078.00, 39.78
Bihar, 31-05-2018, M, 5.07, 28900697.00, 40.60
Bihar, 30-06-2018, M, 7.60, 28041995.00, 40.39
Bihar, 31-07-2018, M, 9.26, 26680623.00, 39.04
Bihar, 31-08-2018, M, 9.27, 26215273.00, 38.28
Bihar, 30-09-2018, M, 5.41, 28043216.00, 39.20
Bihar, 31-10-2018, M, 9.56, 26666955.00, 38.90
Bihar, 30-11-2018, M, 11.23, 25928392.00, 38.45
Bihar, 31-12-2018, M, 8.14, 25722354.00, 36.78
Bihar, 31-01-2019, M, 8.69, 27289779.00, 39.17
Bihar, 28-02-2019, M, 11.47, 26749981.00, 39.53
Bihar, 31-03-2019, M, 11.29, 26382051.00, 38.82
Bihar, 30-04-2019, M, 12.19, 25018247.00, 37.11
Bihar, 31-05-2019, M, 10.58, 27351666.00, 39.76
Bihar, 30-06-2019, M, 10.58, 27346572.00, 39.66
Bihar, 31-07-2019, M, 13.80, 26308621.00, 39.50
Bihar, 31-08-2019, M, 11.84, 25254973.00, 36.99
Bihar, 30-09-2019, M, 10.10, 26983170.00, 38.68
Bihar, 31-10-2019, M, 12.66, 27226568.00, 40.08
Bihar, 30-11-2019, M, 13.07, 25527075.00, 37.68
Bihar, 31-12-2019, M, 10.73, 25892391.00, 37.13
Bihar, 31-01-2020, M, 10.61, 26397671.00, 37.72
Bihar, 29-02-2020, M, 10.29, 26281655.00, 37.35
Bihar, 31-03-2020, M, 15.43, 25717519.00, 38.69
Bihar, 30-04-2020, M, 46.64, 16046236.00, 38.17
Bihar, 31-05-2020, M, 45.96, 16280203.00, 38.16
Bihar, 30-06-2020, M, 17.82, 23963933.00, 36.86
Bihar, 31-07-2020, M, 12.79, 24989370.00, 36.14
Bihar, 31-08-2020, M, 13.44, 23795534.00, 34.59
Bihar, 30-09-2020, M, 11.91, 26902907.00, 38.35
Bihar, 31-10-2020, M, 9.82, 25693252.00, 35.70
Bihar, 30-11-2020, M, 9.98, 26021204.00, 36.14
Bihar, 31-12-2020, M, 12.65, 24393328.00, 34.84
Bihar, 31-01-2021, M, 10.50, 28016910.00, 38.97
Bihar, 28-02-2021, M, 11.47, 25685968.00, 36.05
Bihar, 31-03-2021, M, 14.60, 25734604.00, 37.36
Bihar, 30-04-2021, M, 11.54, 24727431.00, 34.58
Bihar, 31-05-2021, M, 13.83, 27342817.00, 39.17
Bihar, 30-06-2021, M, 10.50, 25380747.00, 34.94
Bihar, 31-07-2021, M, 13.02, 25373093.00, 35.86
Bihar, 31-08-2021, M, 13.61, 23991739.00, 34.06
Bihar, 30-09-2021, M, 9.97, 26732995.00, 36.34
Bihar, 31-10-2021, M, 13.88, 24875414.00, 35.28
Bihar, 30-11-2021, M, 14.80, 24569436.00, 35.14
Bihar, 31-12-2021, M, 15.98, 23821810.00, 34.48
Bihar, 31-01-2022, M, 13.26, 25633718.00, 35.86
Bihar, 28-02-2022, M, 13.89, 24601362.00, 34.60
Bihar, 31-03-2022, M, 14.45, 24069800.00, 34.00
Bihar, 30-04-2022, M, 21.05, 23784643.00, 36.33
Bihar, 31-05-2022, M, 13.26, 26704592.00, 37.04
Bihar, 30-06-2022, M, 13.98, 24402703.00, 34.06
Bihar, 31-07-2022, M, 18.82, 24153766.00, 35.64
Bihar, 31-08-2022, M, 12.78, 23052532.00, 31.59
Bihar, 30-09-2022, M, 11.43, 27318209.00, 36.79
Bihar, 31-10-2022, M, 14.50, 24308555.00, 33.84
Bihar, 30-11-2022, M, 17.29, 24176272.00, 34.72
Chhattisgarh, 31-01-2016, M, 2.38, 8062186.00, 41.83
Chhattisgarh, 29-02-2016, M, 4.90, 8160104.00, 43.37
Chhattisgarh, 31-03-2016, M, 3.07, 8964452.00, 46.64
Chhattisgarh, 30-04-2016, M, 3.09, 8310606.00, 43.15
Chhattisgarh, 31-05-2016, M, 5.41, 8584637.00, 45.56
Chhattisgarh, 30-06-2016, M, 4.60, 8525708.00, 44.77
Chhattisgarh, 31-07-2016, M, 4.53, 9384490.00, 49.13
Chhattisgarh, 31-08-2016, M, 3.30, 8555054.00, 44.12
Chhattisgarh, 30-09-2016, M, 7.90, 9389548.00, 50.73
Chhattisgarh, 31-10-2016, M, 3.81, 10395187.00, 53.65
Chhattisgarh, 30-11-2016, M, 4.52, 9938956.00, 51.56
Chhattisgarh, 31-12-2016, M, 4.84, 8514136.00, 44.22
Chhattisgarh, 31-01-2017, M, 4.13, 8588739.00, 44.18
Chhattisgarh, 28-02-2017, M, 2.80, 9516327.00, 48.18
Chhattisgarh, 31-03-2017, M, 3.06, 9830840.00, 49.79
Chhattisgarh, 30-04-2017, M, 4.51, 8828474.00, 45.29
Chhattisgarh, 31-05-2017, M, 4.50, 8703496.00, 44.55
Chhattisgarh, 30-06-2017, M, 2.04, 8708894.00, 43.36
Chhattisgarh, 31-07-2017, M, 1.24, 9730235.00, 47.94
Chhattisgarh, 31-08-2017, M, 4.00, 8863490.00, 44.83
Chhattisgarh, 30-09-2017, M, 4.75, 8759506.00, 44.55
Chhattisgarh, 31-10-2017, M, 3.02, 9049363.00, 45.10
Chhattisgarh, 30-11-2017, M, 3.28, 9329292.00, 46.52
Chhattisgarh, 31-12-2017, M, 1.54, 9205573.00, 44.99
Chhattisgarh, 31-01-2018, M, 6.72, 8551446.00, 44.01
Chhattisgarh, 28-02-2018, M, 2.61, 8316869.00, 40.92
Chhattisgarh, 31-03-2018, M, 3.20, 8870407.00, 43.81
Chhattisgarh, 30-04-2018, M, 2.06, 8529349.00, 41.54
Chhattisgarh, 31-05-2018, M, 4.34, 8029058.00, 39.95
Chhattisgarh, 30-06-2018, M, 2.44, 8107650.00, 39.46
Chhattisgarh, 31-07-2018, M, 3.38, 8543548.00, 41.89
Chhattisgarh, 31-08-2018, M, 2.59, 8405219.00, 40.79
Chhattisgarh, 30-09-2018, M, 22.24, 8264838.00, 50.13
Chhattisgarh, 31-10-2018, M, 12.68, 8502477.00, 45.82
Chhattisgarh, 30-11-2018, M, 5.51, 8538469.00, 42.43
Chhattisgarh, 31-12-2018, M, 4.73, 8258913.00, 40.61
Chhattisgarh, 31-01-2019, M, 7.87, 8346885.00, 42.35
Chhattisgarh, 28-02-2019, M, 7.29, 8719835.00, 43.88
Chhattisgarh, 31-03-2019, M, 3.71, 9034510.00, 43.67
Chhattisgarh, 30-04-2019, M, 3.44, 8596924.00, 41.35
Chhattisgarh, 31-05-2019, M, 9.80, 8482147.00, 43.57
Chhattisgarh, 30-06-2019, M, 8.06, 8800644.00, 44.26
Chhattisgarh, 31-07-2019, M, 5.48, 9039059.00, 44.11
Chhattisgarh, 31-08-2019, M, 5.08, 9000093.00, 43.64
Chhattisgarh, 30-09-2019, M, 8.63, 8800594.00, 44.23
Chhattisgarh, 31-10-2019, M, 7.80, 9340935.00, 46.42
Chhattisgarh, 30-11-2019, M, 4.23, 9284214.00, 44.32
Chhattisgarh, 31-12-2019, M, 5.44, 8984824.00, 43.34
Chhattisgarh, 31-01-2020, M, 9.65, 8552172.00, 43.08
Chhattisgarh, 29-02-2020, M, 8.38, 9195114.00, 45.58
Chhattisgarh, 31-03-2020, M, 7.54, 9302317.00, 45.59
Chhattisgarh, 30-04-2020, M, 3.41, 7600448.00, 35.58
Chhattisgarh, 31-05-2020, M, 10.50, 6991217.00, 35.23
Chhattisgarh, 30-06-2020, M, 14.23, 7332807.00, 38.48
Chhattisgarh, 31-07-2020, M, 10.27, 8620294.00, 43.14
Chhattisgarh, 31-08-2020, M, 5.63, 9050422.00, 42.97
Chhattisgarh, 30-09-2020, M, 1.99, 9158315.00, 41.77
Chhattisgarh, 31-10-2020, M, 6.66, 8589223.00, 41.05
Chhattisgarh, 30-11-2020, M, 3.38, 8705350.00, 40.10
Chhattisgarh, 31-12-2020, M, 7.20, 8391157.00, 40.15
Chhattisgarh, 31-01-2021, M, 6.38, 8828785.00, 41.78
Chhattisgarh, 28-02-2021, M, 5.99, 8882237.00, 41.77
Chhattisgarh, 31-03-2021, M, 2.69, 8580167.00, 38.89
Chhattisgarh, 30-04-2021, M, 3.04, 9463460.00, 42.96
Chhattisgarh, 31-05-2021, M, 8.03, 9313760.00, 44.47
Chhattisgarh, 30-06-2021, M, 2.57, 9485491.00, 42.66
Chhattisgarh, 31-07-2021, M, 3.25, 8798367.00, 39.76
Chhattisgarh, 31-08-2021, M, 3.78, 8832789.00, 40.04
Chhattisgarh, 30-09-2021, M, 4.44, 8730656.00, 39.76
Chhattisgarh, 31-10-2021, M, 3.05, 9273796.00, 41.54
Chhattisgarh, 30-11-2021, M, 1.78, 9674618.00, 42.68
Chhattisgarh, 31-12-2021, M, 2.15, 9178194.00, 40.55
Chhattisgarh, 31-01-2022, M, 2.95, 8500938.00, 37.78
Chhattisgarh, 28-02-2022, M, 1.71, 9017314.00, 39.49
Chhattisgarh, 31-03-2022, M, 0.62, 9213563.00, 39.81
Chhattisgarh, 30-04-2022, M, 0.63, 9182412.00, 39.60
Chhattisgarh, 31-05-2022, M, 0.83, 9158045.00, 39.48
Chhattisgarh, 30-06-2022, M, 1.19, 9264047.00, 39.99
Chhattisgarh, 31-07-2022, M, 0.81, 9384653.00, 40.27
Chhattisgarh, 31-08-2022, M, 0.36, 9509955.00, 40.53
Chhattisgarh, 30-09-2022, M, 0.15, 9412226.00, 39.94
Chhattisgarh, 31-10-2022, M, 0.90, 9409140.00, 40.13
Chhattisgarh, 30-11-2022, M, 0.12, 9186095.00, 38.79
Delhi, 31-01-2016, M, 10.61, 5482637.00, 44.00
Delhi, 29-02-2016, M, 10.84, 4829996.00, 38.78
Delhi, 31-03-2016, M, 11.05, 5513829.00, 44.26
Delhi, 30-04-2016, M, 6.30, 5954845.00, 45.28
Delhi, 31-05-2016, M, 17.30, 5523948.00, 47.48
Delhi, 30-06-2016, M, 15.68, 5029744.00, 42.30
Delhi, 31-07-2016, M, 14.31, 5328709.00, 44.00
Delhi, 31-08-2016, M, 6.85, 5926344.00, 44.90
Delhi, 30-09-2016, M, 7.75, 5430342.00, 41.45
Delhi, 31-10-2016, M, 11.55, 5189367.00, 41.21
Delhi, 30-11-2016, M, 11.50, 5522477.00, 43.73
Delhi, 31-12-2016, M, 11.32, 5667635.00, 44.68
Delhi, 31-01-2017, M, 10.76, 5283788.00, 41.30
Delhi, 28-02-2017, M, 12.09, 5197662.00, 41.15
Delhi, 31-03-2017, M, 10.58, 5166584.00, 40.12
Delhi, 30-04-2017, M, 7.42, 5623114.00, 42.07
Delhi, 31-05-2017, M, 5.28, 5362886.00, 39.13
Delhi, 30-06-2017, M, 3.76, 5287746.00, 37.88
Delhi, 31-07-2017, M, 3.19, 5159575.00, 36.66
Delhi, 31-08-2017, M, 6.80, 5333841.00, 39.27
Delhi, 30-09-2017, M, 4.45, 5108559.00, 36.60
Delhi, 31-10-2017, M, 3.67, 5543827.00, 39.30
Delhi, 30-11-2017, M, 2.11, 5325547.00, 37.07
Delhi, 31-12-2017, M, 5.61, 5466654.00, 39.37
Delhi, 31-01-2018, M, 2.24, 5473606.00, 37.97
Delhi, 28-02-2018, M, 1.57, 5601495.00, 38.50
Delhi, 31-03-2018, M, 3.00, 5137138.00, 35.75
Delhi, 30-04-2018, M, 3.60, 5401058.00, 37.73
Delhi, 31-05-2018, M, 8.75, 5349651.00, 39.38
Delhi, 30-06-2018, M, 8.99, 5380924.00, 39.62
Delhi, 31-07-2018, M, 7.51, 5297063.00, 38.29
Delhi, 31-08-2018, M, 12.32, 5481518.00, 41.70
Delhi, 30-09-2018, M, 12.49, 5709710.00, 43.41
Delhi, 31-10-2018, M, 10.00, 5348642.00, 39.45
Delhi, 30-11-2018, M, 12.04, 5551045.00, 41.79
Delhi, 31-12-2018, M, 9.59, 5900135.00, 43.11
Delhi, 31-01-2019, M, 12.18, 6006259.00, 45.07
Delhi, 28-02-2019, M, 11.56, 5456349.00, 40.57
Delhi, 31-03-2019, M, 13.05, 5471499.00, 41.28
Delhi, 30-04-2019, M, 8.37, 5615928.00, 40.11
Delhi, 31-05-2019, M, 12.32, 5925960.00, 44.12
Delhi, 30-06-2019, M, 12.67, 5699248.00, 42.50
Delhi, 31-07-2019, M, 14.58, 5559698.00, 42.28
Delhi, 31-08-2019, M, 13.61, 5687918.00, 42.67
Delhi, 30-09-2019, M, 20.38, 5808310.00, 47.16
Delhi, 31-10-2019, M, 12.49, 6179875.00, 45.54
Delhi, 30-11-2019, M, 15.96, 5618368.00, 43.01
Delhi, 31-12-2019, M, 11.23, 5864011.00, 42.40
Delhi, 31-01-2020, M, 22.23, 5805284.00, 47.79
Delhi, 29-02-2020, M, 14.84, 5856307.00, 43.92
Delhi, 31-03-2020, M, 17.04, 5553805.00, 42.65
Delhi, 30-04-2020, M, 16.68, 3119274.00, 23.80
Delhi, 31-05-2020, M, 42.27, 2632404.00, 28.91
Delhi, 30-06-2020, M, 18.19, 4418914.00, 34.17
Delhi, 31-07-2020, M, 20.30, 4291053.00, 33.97
Delhi, 31-08-2020, M, 13.79, 4850107.00, 35.41
Delhi, 30-09-2020, M, 12.53, 4958373.00, 35.59
Delhi, 31-10-2020, M, 6.27, 4842698.00, 32.36
Delhi, 30-11-2020, M, 6.57, 5058039.00, 33.83
Delhi, 31-12-2020, M, 7.56, 5341068.00, 36.01
Delhi, 31-01-2021, M, 12.51, 5157974.00, 36.65
Delhi, 28-02-2021, M, 7.99, 5176344.00, 34.90
Delhi, 31-03-2021, M, 9.41, 5123006.00, 35.00
Delhi, 30-04-2021, M, 27.32, 4160172.00, 35.33
Delhi, 31-05-2021, M, 45.56, 2879334.00, 32.56
Delhi, 30-06-2021, M, 8.80, 5089957.00, 34.28
Delhi, 31-07-2021, M, 10.70, 5013429.00, 34.40
Delhi, 31-08-2021, M, 11.57, 5058858.00, 34.97
Delhi, 30-09-2021, M, 16.81, 5232193.00, 38.35
Delhi, 31-10-2021, M, 10.97, 5389286.00, 36.82
Delhi, 30-11-2021, M, 9.30, 4983968.00, 33.34
Delhi, 31-12-2021, M, 9.84, 5180463.00, 34.77
Delhi, 31-01-2022, M, 14.08, 5363152.00, 37.68
Delhi, 28-02-2022, M, 9.31, 5359184.00, 35.59
Delhi, 31-03-2022, M, 8.86, 5171901.00, 34.09
Delhi, 30-04-2022, M, 11.18, 5376548.00, 36.28
Delhi, 31-05-2022, M, 13.64, 5432451.00, 37.60
Delhi, 30-06-2022, M, 10.22, 5337256.00, 35.45
Delhi, 31-07-2022, M, 8.92, 5215741.00, 34.06
Delhi, 31-08-2022, M, 8.17, 5421723.00, 35.03
Delhi, 30-09-2022, M, 9.62, 5641051.00, 36.94
Delhi, 31-10-2022, M, 6.68, 5432294.00, 34.36
Delhi, 30-11-2022, M, 12.74, 5562957.00, 37.54
Goa, 31-01-2016, M, 12.31, 597685.00, 56.13
